"place-asmnl","place-smmnl","place-fldcr","place-shmnl","place-jfk","place-andrw","place-brdwy","place-sstat","place-dwnxg","place-pktrm","place-chmnl","place-knncl","place-cntsq","place-harsq","place-portr","place-davis","place-alfcl","place-nqncy","place-wlsta","place-qnctr","place-qamnl","place-brntn","place-wondl","place-rbmnl","place-bmmnl","place-sdmnl","place-orhte","place-wimnl","place-aport","place-mvbcl","place-aqucl","place-gover","place-bomnl","place-forhl","place-grnst","place-sbmnl","place-jaksn","place-rcmnl","place-rugg","place-masta","place-bbsta","place-tumnl","place-chncl","place-state","place-haecl","place-north","place-ccmnl","place-sull","place-welln","place-mlmnl","place-ogmnl"
"7.071067812","7.071067812","7.071067812","7.071067812","7.778174593","7.778174593","7.778174593","7.778174593","7.071067812","6.363961031","5.656854249","4.949747468","4.242640687","3.535533906","2.828427125","1.828427125","0.8284271247","8.485281374","9.192388155","9.899494937","10.60660172","10.60660172","14.43502884","13.72792206","13.02081528","12.3137085","11.60660172","10.89949494","10.19238816","9.485281374","8.485281374","7.071067812","6.363961031","0","0.7071067812","1.414213562","2.121320344","2.828427125","3.535533906","4.242640687","4.949747468","5.656854249","6.363961031","7.778174593","8.485281374","8.485281374","8.485281374","8.485281374","8.485281374","8.485281374","8.485281374"
"14.82842712","13.82842712","12.82842712","11.82842712","11.12132034","10.12132034","9.121320344","8.121320344","7.414213562","6.707106781","6","5.292893219","4.585786438","3.878679656","3.171572875","3.171572875","3.171572875","11.82842712","12.53553391","13.24264069","13.94974747","14.94974747","2.464466094","3.171572875","3.878679656","4.585786438","5.292893219","6","6.707106781","7.414213562","7.414213562","6","5.292893219","14.48528137","13.77817459","13.07106781","12.36396103","11.65685425","10.94974747","10.24264069","9.535533906","8.828427125","8.121320344","6.707106781","6","5","4","3","2","1","0"
